16654434,1.6
29688905,1.5
30779198,4.4
7051387,4.333333333333333
33535031,2.5
29155723,6.0
19302668,1.0
33727304,0.0
25257275,1.0
27753923,0.0
21490235,1.0
33761260,2.2
23503585,2.5
4688131,0.0
30137403,3.142857142857143
15577915,0.0
33453357,1.6666666666666667
33565158,0.0
31743852,0.0
11521789,5.0
33294824,1.0
20113482,4.5
22166359,2.75
33538351,2.3333333333333335
33900189,1.2
29248520,7.0
32352104,1.0
24449707,3.7142857142857144
20312760,0.0
33467170,1.3333333333333333
31304413,1.0
30482004,0.0
32840743,1.0
22535866,0.75
28937865,2.0
33500282,0.0
32053642,3.7142857142857144
27934334,0.0
32916723,3.0
29849805,2.375
18990100,4.5
31065274,4.25
19294877,0.0
3587109,0.0
21963184,0.0
27042527,6.6
32987272,1.0
32633078,4.0
