29096504,1.8125
21490235,1.1071428571428572
19302668,1.5
33727304,2.5
28103910,1.25
25257275,0.7857142857142857
27753923,0.9375
20043586,2.5
33761260,2.1666666666666665
23503585,6.75
4688131,1.25
30137403,7.0
15577915,1.8076923076923077
33453357,1.375
33565158,2.625
33721948,0.875
24449707,5.5625
30901412,1.9375
31184650,0.875
33725995,2.6
29155723,5.3125
20113482,5.0
4711962,1.0
9653950,6.9375
33538351,3.125
2143114,0.5
33903622,5.375
33294824,1.5625
18672993,2.1875
29248520,5.5
32352104,0.8181818181818182
20312760,0.8125
22535866,1.0
21665495,1.0
33467170,0.8928571428571429
31304413,1.25
17950689,1.9
29849805,3.2857142857142856
22141613,0.0
31613324,1.3125
33939124,6.125
6344072,2.125
33500282,1.9333333333333333
27042527,5.0
27934334,3.1818181818181817
32338429,1.45
33057016,4.4375
18990100,4.1875
3587109,1.75
31065274,3.8125
19294877,4.6875
13581319,1.8928571428571428
7051387,6.0
22222103,1.5
16101132,0.25
32053642,4.321428571428571
32987272,1.0
29688905,1.5
33793607,3.75
28884030,0.0
