29096504,1.625
16654434,4.75
22166359,3.1875
20113482,3.5
21490235,1.1875
19302668,1.5
33727304,2.3125
28103910,0.8
25257275,1.0
20043586,1.4375
33761260,2.0
23503585,5.75
4688131,1.5
30137403,6.375
15577915,1.875
33565158,2.1875
33721948,0.75
31743852,2.6875
11521789,4.9375
31184650,0.8125
33725995,1.9375
29155723,5.25
24449707,4.0
4711962,1.0
33014503,3.5
9653950,6.75
33538351,2.4375
2143114,0.5
33903622,4.25
33294824,1.6875
21665495,0.75
19913374,1.0
22222103,0.8125
20312760,0.625
32799278,1.0
22535866,1.0
25745953,0.75
33467170,0.625
31304413,0.8125
17950689,1.625
32840743,0.8125
22141613,0.0
31613324,4.4375
6344072,2.5
33500282,3.25
30482004,3.0
32338429,1.875
19294877,6.0625
13581319,2.3125
3587109,2.25
32281591,7.5
16101132,0.0
32053642,4.4375
32987272,1.0
29849805,3.5
33793607,3.9375
28884030,0.0
